seed,bs,epochs,emb_dim,num_feature_maps,ks,upsample,lr,dropout,max_vocab,additional_data,embs,activation,strip,micro_p,micro_r,micro_f,macro_p,macro_r,macro_f,1_p,1_r,1_f,2_p,2_r,2_f,3_p,3_r,3_f,best_epoch,best_macro_f,pred_file,1_auc,2_auc,3_auc,macro_auc,cm_11,cm_12,cm_13,cm_21,cm_22,cm_23,cm_31,cm_32,cm_33
0,256,500,300,100,2,True,0.01,0.2,-1,samo,True,relu,,0.8232474536,0.8232474536,0.8232474536,0.6201381859,0.6791331232,0.637160793,0.5140186916,0.4910714286,0.502283105,0.401384083,0.6783625731,0.5043478261,0.9450117832,0.867965368,0.9048514479,492,0.639232219,/home/lwp876/ira/code/info_clusters/predictions/c199e74932d34c2384930321ad2d6dc8.preds,0.5354206598,0.5135070816,0.9022417533,0.6503898315,55,30,27,12,116,43,40,143,1203
0,256,500,300,100,2,True,0.1,0.2,-1,samo,True,relu,,0.8400239664,0.8400239664,0.8400239664,0.6259062833,0.6092994481,0.6152670635,0.5222222222,0.4196428571,0.4653465347,0.4397905759,0.4912280702,0.4640883978,0.9157060519,0.917027417,0.9163662581,224,0.6254798321,/home/lwp876/ira/code/info_clusters/predictions/0a33e322551e42b8b26005d6e5892e95.preds,0.4673555649,0.4733120377,0.9277185202,0.6227953743,47,21,44,14,84,73,29,86,1271
0,256,500,300,100,3,True,0.1,0.2,-1,samo,True,relu,,0.8442180947,0.8442180947,0.8442180947,0.6545288503,0.5976494266,0.6179999351,0.6111111111,0.3928571429,0.4782608696,0.4450549451,0.4736842105,0.4589235127,0.9074204947,0.9264069264,0.9168154231,124,0.6527321595,/home/lwp876/ira/code/info_clusters/predictions/13ff2b778b4d424eb39abddfe16d55eb.preds,0.5327537481,0.4918156952,0.9289872409,0.6511855614,44,18,50,9,81,81,19,83,1284
0,256,500,300,100,3,True,0.01,0.2,-1,samo,True,relu,,0.8304373877,0.8304373877,0.8304373877,0.6192213597,0.6666397686,0.6352165611,0.504587156,0.4910714286,0.4977375566,0.4115384615,0.6257309942,0.4965197216,0.9415384615,0.8831168831,0.9113924051,496,0.6352165611,/home/lwp876/ira/code/info_clusters/predictions/25c7ef98ac464c44aed166c7724ff351.preds,0.5426184341,0.5209416892,0.9161029832,0.6598877022,55,27,30,18,107,46,36,126,1224
0,256,500,300,100,4,True,0.01,0.2,-1,samo,True,relu,,0.8442180947,0.8442180947,0.8442180947,0.6452039597,0.6745620364,0.6528345804,0.5510204082,0.4821428571,0.5142857143,0.4435483871,0.6432748538,0.5250596659,0.9410430839,0.8982683983,0.919158361,489,0.6558464815,/home/lwp876/ira/code/info_clusters/predictions/126143251f2543f49d5b2ea256a29b27.preds,0.5406632608,0.5195363295,0.9222955652,0.6608317185,54,27,31,14,110,47,30,111,1245
0,256,500,300,100,4,True,0.1,0.2,-1,samo,True,relu,,0.8573996405,0.8573996405,0.8573996405,0.6773287057,0.630634351,0.6496466183,0.6219512195,0.4553571429,0.5257731959,0.4942528736,0.5029239766,0.4985507246,0.9157820241,0.9336219336,0.9246159343,170,0.6616291952,/home/lwp876/ira/code/info_clusters/predictions/a36f479b68fa450d89a99a710e85fd32.preds,0.5670046923,0.5133738574,0.9330132127,0.6711305874,51,16,45,11,86,74,20,72,1294
0,256,500,300,10,4,True,0.01,0.2,-1,,True,relu,,0.8334331935,0.8334331935,0.8334331935,0.612537499,0.6456276423,0.626222777,0.4824561404,0.4910714286,0.4867256637,0.4234234234,0.5497076023,0.4783715013,0.9317329332,0.8961038961,0.9135711659,406,0.6267916516,/home/lwp876/ira/code/info_clusters/predictions/e9a962206cb1408fa899350c970d8aa6.preds,0.5046725806,0.4732246066,0.913120991,0.6303393927,55,22,35,21,94,56,38,106,1242
0,256,500,300,10,2,True,0.1,0.2,-1,,True,relu,,0.7968843619,0.7968843619,0.7968843619,0.5467132445,0.5725044936,0.5575300876,0.406779661,0.4285714286,0.4173913043,0.3242009132,0.4152046784,0.3641025641,0.9091591592,0.8737373737,0.8910963944,464,0.5591429786,/home/lwp876/ira/code/info_clusters/predictions/fac25ef0ba6a4ef6b74759367fcb0538.preds,0.3736289034,0.3235132512,0.8712580617,0.5228000721,48,23,41,20,71,80,50,125,1211
0,256,500,300,10,2,True,0.01,0.2,-1,,True,relu,,0.8052726183,0.8052726183,0.8052726183,0.5765651431,0.6712440824,0.610724674,0.38125,0.5446428571,0.4485294118,0.4045801527,0.6198830409,0.4896073903,0.9438652767,0.8492063492,0.8940372199,493,0.61331296,/home/lwp876/ira/code/info_clusters/predictions/a18b95145656430fa85787dcc88c3aa1.preds,0.4482039325,0.4572820701,0.8731889399,0.5928916475,61,22,29,24,106,41,75,134,1177
0,256,500,300,10,4,True,0.1,0.2,-1,,True,relu,,0.817855003,0.817855003,0.817855003,0.5640651029,0.5696343131,0.5665762626,0.3853211009,0.375,0.3800904977,0.3978494624,0.432748538,0.4145658263,0.9090247453,0.9011544012,0.9050724638,499,0.5665762626,/home/lwp876/ira/code/info_clusters/predictions/efaf6161e0d84a40810442f3ceed72cc.preds,0.3275685955,0.356121571,0.8855487265,0.523079631,42,17,53,25,74,72,42,95,1249
0,256,500,300,100,2,True,0.1,0.2,-1,,True,relu,,0.8304373877,0.8304373877,0.8304373877,0.6130565543,0.5873363965,0.5971283579,0.5348837209,0.4107142857,0.4646464646,0.3968253968,0.4385964912,0.4166666667,0.9074605452,0.9126984127,0.9100719424,246,0.6102309178,/home/lwp876/ira/code/info_clusters/predictions/fff20fe896f243cb81a25cfb39365c6c.preds,0.4718090304,0.4466944977,0.915300346,0.611267958,46,18,48,15,75,81,25,96,1265
0,256,500,300,100,2,True,0.01,0.2,-1,,True,relu,,0.8196524865,0.8196524865,0.8196524865,0.6034095544,0.6917135009,0.6345707754,0.4558823529,0.5535714286,0.5,0.4007092199,0.6608187135,0.4988962472,0.9536370903,0.8607503608,0.9048160789,486,0.6361884287,/home/lwp876/ira/code/info_clusters/predictions/588166c9cffd482f909ebde49608d55f.preds,0.5297015896,0.5090455913,0.9041404989,0.6476292266,62,28,22,22,113,36,52,141,1193
0,256,500,300,100,4,True,0.1,0.2,-1,,True,relu,,0.8603954464,0.8603954464,0.8603954464,0.666378434,0.6277372725,0.6451489808,0.5652173913,0.4642857143,0.5098039216,0.5157232704,0.4795321637,0.496969697,0.9181946403,0.9393939394,0.9286733238,285,0.6603810584,/home/lwp876/ira/code/info_clusters/predictions/5ff1746c9ec64ca2a67d89bd62e8b89f.preds,0.5212365528,0.5003397248,0.9284071174,0.649994465,52,17,43,16,82,73,24,60,1302
0,256,500,300,100,4,True,0.01,0.2,-1,,True,relu,,0.8490113841,0.8490113841,0.8490113841,0.6503975231,0.6703406243,0.6562125454,0.5742574257,0.5178571429,0.544600939,0.4366812227,0.5847953216,0.5,0.9402539208,0.9083694084,0.9240366972,493,0.6575725017,/home/lwp876/ira/code/info_clusters/predictions/8d82d05c2042432c8c0e91665574400d.preds,0.5571325535,0.534399015,0.9249209231,0.6721508305,58,29,25,16,100,55,27,100,1259
0,256,500,300,10,2,True,0.1,0.2,-1,combi,True,relu,,0.8172558418,0.8172558418,0.8172558418,0.5826340326,0.5772480444,0.5749183621,0.4523809524,0.3392857143,0.387755102,0.3863636364,0.4970760234,0.4347826087,0.9091575092,0.8953823954,0.9022173755,281,0.5840752509,/home/lwp876/ira/code/info_clusters/predictions/efc0586b514e492d94209aeef64ae647.preds,0.4215489268,0.3731867687,0.8884533985,0.5610630313,38,23,51,13,85,73,33,112,1241
0,256,500,300,10,2,True,0.01,0.2,-1,combi,True,relu,,0.8220491312,0.8220491312,0.8220491312,0.6849634669,0.5699143693,0.5530387578,0.76,0.1696428571,0.2773722628,0.3741496599,0.6432748538,0.4731182796,0.9207407407,0.8968253968,0.908625731,488,0.5557780624,/home/lwp876/ira/code/info_clusters/predictions/5f1aa464619c4375a10afc66f72e1e83.preds,0.386386081,0.3888012631,0.8962284281,0.5571385907,19,43,50,4,110,57,2,141,1243
0,256,500,300,10,4,True,0.01,0.2,-1,combi,True,relu,,0.8496105452,0.8496105452,0.8496105452,0.723817467,0.592947014,0.5967621888,0.8,0.2142857143,0.338028169,0.4522821577,0.6374269006,0.5291262136,0.9191702432,0.9271284271,0.9231321839,499,0.5967621888,/home/lwp876/ira/code/info_clusters/predictions/9c3a279f074149cdba6a3b3411923671.preds,0.4326890629,0.4378981295,0.9167323482,0.5957731802,24,35,53,2,109,60,4,97,1285
0,256,500,300,10,4,True,0.1,0.2,-1,combi,True,relu,,0.8430197723,0.8430197723,0.8430197723,0.6529163817,0.6169922913,0.6252624516,0.6164383562,0.4017857143,0.4864864865,0.4212962963,0.5321637427,0.4702842377,0.9210144928,0.917027417,0.9190166305,499,0.6252624516,/home/lwp876/ira/code/info_clusters/predictions/c207e080f0314e2fa2562a0f5cb9f580.preds,0.4671685372,0.4210431992,0.9182519341,0.6021545568,45,29,38,9,91,71,19,96,1271
0,256,500,300,100,2,True,0.1,0.2,-1,combi,True,relu,,0.8370281606,0.8370281606,0.8370281606,0.6377931779,0.6214304701,0.6250392765,0.5813953488,0.4464285714,0.5050505051,0.4142857143,0.5087719298,0.4566929134,0.9176984705,0.9090909091,0.913374411,238,0.637813281,/home/lwp876/ira/code/info_clusters/predictions/f09ecf2d8b6547ee8f7b979935143bef.preds,0.5193192131,0.4759249605,0.9235535434,0.639599239,50,24,38,9,87,75,27,99,1260
0,256,500,300,100,2,True,0.01,0.2,-1,combi,True,relu,,0.8328340324,0.8328340324,0.8328340324,0.7063608244,0.5954390395,0.5810712269,0.7931034483,0.2053571429,0.3262411348,0.3986254296,0.6783625731,0.5021645022,0.9273535953,0.9025974026,0.9148080439,495,0.5810712269,/home/lwp876/ira/code/info_clusters/predictions/42fabf0de9ea441d8152aa4524ba3ed9.preds,0.4651795582,0.4366963796,0.9133213272,0.605065755,23,45,44,1,116,54,5,130,1251
0,256,500,300,100,4,True,0.01,0.2,-1,combi,True,relu,,0.8520071899,0.8520071899,0.8520071899,0.7367885757,0.5983535227,0.6035540747,0.8333333333,0.2232142857,0.3521126761,0.4564315353,0.6432748538,0.5339805825,0.9206008584,0.9285714286,0.9245689655,495,0.6035540747,/home/lwp876/ira/code/info_clusters/predictions/605f7dc1b7cd4874ac3aa9bc8cb0edbe.preds,0.4804317254,0.4660259896,0.9215152552,0.6226576567,25,35,52,2,110,59,3,96,1287
0,256,500,300,100,4,True,0.1,0.2,-1,combi,True,relu,,0.8532055123,0.8532055123,0.8532055123,0.6642701685,0.6203988507,0.6349969444,0.6133333333,0.4107142857,0.4919786096,0.4587628866,0.5204678363,0.4876712329,0.9207142857,0.93001443,0.9253409907,206,0.6470836358,/home/lwp876/ira/code/info_clusters/predictions/39b08509dc094fea838a39f1b1e69b45.preds,0.5303131816,0.4729232389,0.9282992855,0.6438452353,46,31,35,6,89,76,23,74,1289
0,256,3,300,10,2,False,0.1,0.2,-1,,True,relu,,0.8304373877,0.8304373877,0.8304373877,0.2768124626,0.3333333333,0.3024549918,0,0,0,0,0,0,0.8304373877,1,0.9073649755,0,Missing,/home/lwp876/ira/code/info_clusters/predictions/a3e6b9a8146c4f5f94a8f9181cda724f.preds,0.0949531869,0.1042886378,0.7934202062,0.3308873436,0,0,112,0,0,171,0,0,1386
0,256,3,300,10,2,False,0.1,0.2,-1,,True,relu,,0.8304373877,0.8304373877,0.8304373877,0.2768124626,0.3333333333,0.3024549918,0,0,0,0,0,0,0.8304373877,1,0.9073649755,0,Missing,/home/lwp876/ira/code/info_clusters/predictions/79b96f4236a844259662ee7febbf408a.preds,0.1384228818,0.2093119838,0.8776351538,0.4084566731,0,0,112,0,0,171,0,0,1386
0,256,500,300,100,4,True,0.01,0.2,-1,samo,True,relu,,0.8460155782,0.8460155782,0.8460155782,0.6513208224,0.6684482671,0.6534456126,0.5744680851,0.4821428571,0.5242718447,0.4416666667,0.6198830409,0.5158150852,0.9378277154,0.9033189033,0.9202499081,419,Missing,/home/lwp876/ira/code/info_clusters/predictions/6c51f1bf12df4a049633ceee7b3732ec.preds,0.5631641804,0.5380359183,0.9251866212,0.6754622399,54,28,30,12,106,53,28,106,1252
0,256,500,300,100,4,True,0.01,0.2,-1,,True,relu,,0.8442180947,0.8442180947,0.8442180947,0.6332789522,0.6721791853,0.6492036416,0.5217391304,0.5357142857,0.5286343612,0.436123348,0.5789473684,0.4974874372,0.9419743783,0.9018759019,0.9214891264,478,Missing,/home/lwp876/ira/code/info_clusters/predictions/6c5430e55d984bb09c75a711701b73ac.preds,0.5709834569,0.5370588151,0.9258225704,0.6779549475,60,26,26,21,99,51,34,102,1250
