seed,bs,epochs,emb_dim,num_feature_maps,ks,upsample,lr,dropout,max_vocab,additional_data,embs,activation,strip,micro_p,micro_r,micro_f,macro_p,macro_r,macro_f,1_p,1_r,1_f,2_p,2_r,2_f,3_p,3_r,3_f,best_epoch,best_macro_f,pred_file,1_auc,2_auc,3_auc,macro_auc,cm_11,cm_12,cm_13,cm_21,cm_22,cm_23,cm_31,cm_32,cm_33
0,256,500,300,10,3,True,0.01,0.2,-1,combi,True,,,0.8346315159,0.8346315159,0.8346315159,0.6942904592,0.5674397484,0.550313868,0.75,0.1339285714,0.2272727273,0.4148148148,0.6549707602,0.5079365079,0.9180565627,0.9134199134,0.9157323689,496,0.550313868,,,,,,,,,,,,,,
0,256,500,300,10,3,True,0.01,0.2,-1,combi,True,,,0.8346315159,0.8346315159,0.8346315159,0.6942904592,0.5674397484,0.550313868,0.75,0.1339285714,0.2272727273,0.4148148148,0.6549707602,0.5079365079,0.9180565627,0.9134199134,0.9157323689,496,0.550313868,,,,,,,,,,,,,,
0,256,500,300,10,3,False,0.01,0.2,-1,sbil,True,,,0.8478130617,0.8478130617,0.8478130617,0.6490890513,0.4934590264,0.5356193788,0.6046511628,0.2321428571,0.335483871,0.4615384615,0.2807017544,0.3490909091,0.8810775296,0.9675324675,0.9222833563,494,0.5356193788,,,,,,,,,,,,,,
0,256,500,300,100,3,False,0.01,0.2,-1,sbil,True,,,0.8478130617,0.8478130617,0.8478130617,0.6359952583,0.4938039543,0.5345315327,0.5833333333,0.25,0.35,0.4411764706,0.2631578947,0.3296703297,0.883475971,0.9682539683,0.9239242685,494,0.5345315327,,,,,,,,,,,,,,
0,256,500,300,10,3,False,0.01,0.2,-1,skaschi,True,,,0.8472139005,0.8472139005,0.8472139005,0.6553302261,0.4915097086,0.5344456491,0.6341463415,0.2321428571,0.339869281,0.4519230769,0.2748538012,0.3418181818,0.8799212598,0.9675324675,0.9216494845,499,0.5344456491,,,,,,,,,,,,,,
0,256,500,300,10,3,True,0.01,0.2,-1,sbil,True,,,0.8322348712,0.8322348712,0.8322348712,0.6807111216,0.5647610187,0.5282983321,0.7142857143,0.0892857143,0.1587301587,0.3993288591,0.6959064327,0.5074626866,0.9285187915,0.9090909091,0.9187021509,460,0.5290174402,,,,,,,,,,,,,,
0,256,500,300,10,3,True,0.01,0.2,-1,sbil,True,,,0.8322348712,0.8322348712,0.8322348712,0.6807111216,0.5647610187,0.5282983321,0.7142857143,0.0892857143,0.1587301587,0.3993288591,0.6959064327,0.5074626866,0.9285187915,0.9090909091,0.9187021509,460,0.5290174402,,,,,,,,,,,,,,
1,256,500,300,10,3,True,0.01,0.2,-1,,True,,,0.8358298382,0.8358298382,0.8358298382,0.6176005043,0.672229817,0.640177739,0.4761904762,0.5357142857,0.5042016807,0.4353448276,0.5906432749,0.5012406948,0.941266209,0.8903318903,0.9150908417,499,0.640177739,,,,,,,,,,,,,,
1,256,500,300,100,3,True,0.1,0.2,-1,sbil,True,,,0.8412222888,0.8412222888,0.8412222888,0.6322571743,0.6077267031,0.6157834286,0.5421686747,0.4017857143,0.4615384615,0.4387755102,0.5029239766,0.4686648501,0.9158273381,0.9184704185,0.9171469741,167,0.6300205224,,,,,,,,,,,,,,
1,256,500,300,100,3,False,0.1,0.2,-1,skaschi,True,,,0.8496105452,0.8496105452,0.8496105452,0.6570893324,0.5875151895,0.6154617654,0.6184210526,0.4196428571,0.5,0.4480519481,0.4035087719,0.4246153846,0.9047949965,0.9393939394,0.9217699115,161,0.6173155423,,,,,,,,,,,,,,
1,256,500,300,10,3,False,0.1,0.2,-1,,True,,,0.8520071899,0.8520071899,0.8520071899,0.6616146828,0.5829978988,0.6128608164,0.5797101449,0.3571428571,0.4419889503,0.5032679739,0.4502923977,0.475308642,0.9018659295,0.9415584416,0.921284857,211,0.6267833919,,,,,,,,,,,,,,
1,256,500,300,10,3,False,0.1,0.2,-1,,True,,,0.8520071899,0.8520071899,0.8520071899,0.6616146828,0.5829978988,0.6128608164,0.5797101449,0.3571428571,0.4419889503,0.5032679739,0.4502923977,0.475308642,0.9018659295,0.9415584416,0.921284857,211,0.6267833919,,,,,,,,,,,,,,
1,256,500,300,10,3,False,0.1,0.2,-1,combi,True,,,0.8442180947,0.8442180947,0.8442180947,0.6277152994,0.5887683223,0.6059359903,0.5280898876,0.4196428571,0.4676616915,0.4465408805,0.4152046784,0.4303030303,0.9085151302,0.9314574315,0.919843249,451,0.615756661,,,,,,,,,,,,,,
1,256,500,300,100,3,True,0.01,0.2,-1,sbil,True,,,0.8370281606,0.8370281606,0.8370281606,0.6995384807,0.5995133035,0.5818908679,0.7586206897,0.1964285714,0.3120567376,0.4089347079,0.6959064327,0.5151515152,0.9310600445,0.9062049062,0.918464351,475,0.5823266238,,,,,,,,,,,,,,
1,256,500,300,100,3,False,0.01,0.2,-1,combi,True,,,0.8478130617,0.8478130617,0.8478130617,0.6368356516,0.4982484621,0.5390973828,0.58,0.2589285714,0.3580246914,0.4466019417,0.269005848,0.3357664234,0.8839050132,0.9668109668,0.9235010338,488,0.5399379015,,,,,,,,,,,,,,
1,256,500,300,10,3,False,0.01,0.2,-1,combi,True,,,0.8466147394,0.8466147394,0.8466147394,0.6478261713,0.4967405888,0.5388741413,0.6222222222,0.25,0.3566878981,0.4392523364,0.2748538012,0.3381294964,0.8820039552,0.9653679654,0.9218050293,496,0.5388741413,,,,,,,,,,,,,,
1,256,500,300,10,3,False,0.01,0.2,-1,,True,,,0.8376273217,0.8376273217,0.8376273217,0.4286627866,0.4353307511,0.4302069201,0,0,0,0.4084507042,0.3391812865,0.3706070288,0.8775376555,0.9668109668,0.9200137315,392,0.4320920214,,,,,,,,,,,,,,
1,256,500,300,10,3,True,0.1,0.2,-1,,True,,,0.0671060515,0.0671060515,0.0671060515,0.0223686838,0.3333333333,0.0419240127,0.0671060515,1,0.1257720382,0,0,0,0,0,0,0,0.0419240127,,,,,,,,,,,,,,
1,256,500,300,100,3,True,0.1,0.2,-1,,True,,,0.0671060515,0.0671060515,0.0671060515,0.0223686838,0.3333333333,0.0419240127,0.0671060515,1,0.1257720382,0,0,0,0,0,0,0,0.0419240127,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.01,0.2,-1,,True,,,0.8382264829,0.8382264829,0.8382264829,0.6231578719,0.6878892307,0.6488583684,0.4803149606,0.5446428571,0.510460251,0.4408163265,0.6315789474,0.5192307692,0.9483423285,0.8874458874,0.916884085,499,0.6488583684,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.01,0.2,-1,,True,,,0.8382264829,0.8382264829,0.8382264829,0.6231578719,0.6878892307,0.6488583684,0.4803149606,0.5446428571,0.510460251,0.4408163265,0.6315789474,0.5192307692,0.9483423285,0.8874458874,0.916884085,499,0.6488583684,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.1,0.2,-1,skaschi,True,,,0.8466147394,0.8466147394,0.8466147394,0.6511014932,0.6256154907,0.6328496265,0.5802469136,0.4196428571,0.4870466321,0.4532019704,0.5380116959,0.4919786096,0.9198555957,0.9191919192,0.9195236377,496,0.6328496265,,,,,,,,,,,,,,
2,256,500,300,100,3,False,0.1,0.2,-1,,True,,,0.8585979629,0.8585979629,0.8585979629,0.6804705805,0.5969310904,0.6287790298,0.6571428571,0.4107142857,0.5054945055,0.4743589744,0.432748538,0.4525993884,0.9099099099,0.9473304473,0.9282431955,243,0.6382621289,,,,,,,,,,,,,,
2,256,500,300,100,3,False,0.1,0.2,-1,,True,,,0.8585979629,0.8585979629,0.8585979629,0.6804705805,0.5969310904,0.6287790298,0.6571428571,0.4107142857,0.5054945055,0.4743589744,0.432748538,0.4525993884,0.9099099099,0.9473304473,0.9282431955,243,0.6382621289,,,,,,,,,,,,,,
2,256,500,300,10,3,False,0.1,0.2,-1,,True,,,0.8520071899,0.8520071899,0.8520071899,0.6616146828,0.5829978988,0.6128608164,0.5797101449,0.3571428571,0.4419889503,0.5032679739,0.4502923977,0.475308642,0.9018659295,0.9415584416,0.921284857,211,0.6267833919,,,,,,,,,,,,,,
2,256,500,300,10,3,False,0.1,0.2,-1,combi,True,,,0.8442180947,0.8442180947,0.8442180947,0.6277152994,0.5887683223,0.6059359903,0.5280898876,0.4196428571,0.4676616915,0.4465408805,0.4152046784,0.4303030303,0.9085151302,0.9314574315,0.919843249,451,0.615756661,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.01,0.2,-1,skaschi,True,,,0.8376273217,0.8376273217,0.8376273217,0.7216177097,0.6035163667,0.5901615909,0.8275862069,0.2142857143,0.3404255319,0.4068965517,0.6900584795,0.5119305857,0.9303703704,0.9062049062,0.918128655,489,0.5905870833,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.01,0.2,-1,skaschi,True,,,0.8376273217,0.8376273217,0.8376273217,0.7216177097,0.6035163667,0.5901615909,0.8275862069,0.2142857143,0.3404255319,0.4068965517,0.6900584795,0.5119305857,0.9303703704,0.9062049062,0.918128655,489,0.5905870833,,,,,,,,,,,,,,
2,256,500,300,100,3,True,0.01,0.2,-1,sbil,True,,,0.8370281606,0.8370281606,0.8370281606,0.6995384807,0.5995133035,0.5818908679,0.7586206897,0.1964285714,0.3120567376,0.4089347079,0.6959064327,0.5151515152,0.9310600445,0.9062049062,0.918464351,475,0.5823266238,,,,,,,,,,,,,,
2,256,500,300,100,3,False,0.01,0.2,-1,skaschi,True,,,0.8496105452,0.8496105452,0.8496105452,0.6420359056,0.4934985823,0.5350139446,0.5869565217,0.2410714286,0.3417721519,0.4554455446,0.269005848,0.3382352941,0.8837056505,0.9704184704,0.9250343879,498,0.5350139446,,,,,,,,,,,,,,
2,256,500,300,100,3,False,0.01,0.2,-1,,True,,,0.8436189335,0.8436189335,0.8436189335,0.4444461224,0.439444571,0.4384704185,0,0,0,0.4573643411,0.3450292398,0.3933333333,0.875974026,0.9733044733,0.9220779221,464,0.4411993083,,,,,,,,,,,,,,
0,256,500,300,10,3,True,0.01,0.2,-1,,True,relu,,0.8286399041,0.8286399041,0.8286399041,0.6078070592,0.6710526316,0.6330453111,0.4615384615,0.5357142857,0.4958677686,0.4197530864,0.5964912281,0.4927536232,0.9421296296,0.880952381,0.9105145414,448,0.6350324372,/home/lwp876/ira/code/info_clusters/predictions/002dd9d91fb94aeca13722fbdee23136.preds,0.5209178197,0.5006452795,0.9080692609,0.6432107867,60,24,28,22,102,47,48,117,1221
0,256,500,300,10,3,True,0.1,0.2,-1,,True,relu,,0.8118633913,0.8118633913,0.8118633913,0.5639917235,0.5624477861,0.5623901066,0.4356435644,0.3928571429,0.4131455399,0.3523316062,0.3976608187,0.3736263736,0.904,0.8968253968,0.9003984064,323,0.5728467282,/home/lwp876/ira/code/info_clusters/predictions/df6892839c474cce83f889e1559d93f2.preds,0.4410380596,0.3724691734,0.8846829819,0.566063405,44,18,50,21,68,82,36,107,1243
0,256,500,300,10,3,True,0.01,0.2,-1,sbil,True,relu,,0.8250449371,0.8250449371,0.8250449371,0.7049730006,0.5851244272,0.5513509582,0.8,0.1428571429,0.2424242424,0.3819875776,0.7192982456,0.4989858012,0.9329314243,0.8932178932,0.9126428308,493,0.5513509582,/home/lwp876/ira/code/info_clusters/predictions/f3e5fd9de3c34cfd8198b3af2f36cc0d.preds,0.4159914865,0.4257789664,0.8939534526,0.5785746352,16,54,42,1,123,47,3,145,1238
0,256,500,300,10,3,True,0.01,0.2,-1,skaschi,True,relu,,0.8298382265,0.8298382265,0.8298382265,0.6912809264,0.6065352776,0.5730593786,0.7407407407,0.1785714286,0.2877697842,0.3938461538,0.7485380117,0.5161290323,0.9392558846,0.8924963925,0.9152793193,496,0.5730593786,/home/lwp876/ira/code/info_clusters/predictions/47b1c34f52a543bab16989199b95331a.preds,0.412487904,0.435656849,0.8988645889,0.5823364473,20,54,38,1,128,42,6,143,1237
0,256,500,300,10,3,True,0.1,0.2,-1,skaschi,True,relu,,0.8436189335,0.8436189335,0.8436189335,0.6360686439,0.629539442,0.6281045753,0.5402298851,0.4196428571,0.472361809,0.4418604651,0.5555555556,0.4922279793,0.9261155816,0.9134199134,0.9197239375,169,0.6402900672,/home/lwp876/ira/code/info_clusters/predictions/5fe6391cb14a4fadb94b92f0412b4fb6.preds,0.4889644631,0.4510297763,0.9104997445,0.6168313279,47,28,37,12,95,64,28,92,1266
0,256,500,300,10,3,True,0.1,0.2,-1,sbil,True,relu,,0.8430197723,0.8430197723,0.8430197723,0.6480993837,0.6245174173,0.6306033782,0.5975609756,0.4375,0.5051546392,0.4258373206,0.5204678363,0.4684210526,0.9208998549,0.9155844156,0.9182344428,353,0.6355491349,/home/lwp876/ira/code/info_clusters/predictions/a8f8407fe7434ed5973dbe5f1d7568a2.preds,0.5107076818,0.4448060034,0.9080515717,0.621188419,49,29,34,7,89,75,26,91,1269
0,256,500,300,100,3,True,0.1,0.2,-1,,True,relu,,0.8603954464,0.8603954464,0.8603954464,0.6757366947,0.6297831068,0.6486000188,0.5975609756,0.4375,0.5051546392,0.511627907,0.514619883,0.5131195335,0.9180212014,0.9372294372,0.9275258836,348,0.6525795151,/home/lwp876/ira/code/info_clusters/predictions/fbb4b2cf4cb0422bb3e7f20ea9df8209.preds,0.5044440643,0.4940635388,0.923215422,0.6405743417,49,15,48,15,88,68,18,69,1299
0,256,500,300,100,3,True,0.01,0.2,-1,,True,relu,,0.83163571,0.83163571,0.83163571,0.6125529259,0.681826093,0.6393514624,0.4692307692,0.5446428571,0.5041322314,0.418972332,0.6198830409,0.5,0.9494556765,0.880952381,0.9139221557,499,0.6393514624,/home/lwp876/ira/code/info_clusters/predictions/6192f374a39f4b30846e253bd6b40a3d.preds,0.5431715921,0.5252108141,0.9171121294,0.6618315119,61,27,24,24,106,41,45,120,1221
0,256,500,300,10,3,True,0.01,0.2,-1,combi,True,relu,,0.8388256441,0.8388256441,0.8388256441,0.7300306758,0.5687862333,0.5629779346,0.8571428571,0.1607142857,0.2706766917,0.4163424125,0.6257309942,0.5,0.9166067577,0.9199134199,0.918257112,494,0.5632150012,/home/lwp876/ira/code/info_clusters/predictions/b9b3843b47cc444b9bf66a43a6a29bfd.preds,0.4648018084,0.4348408199,0.9141718763,0.6046048348,18,41,53,1,107,63,2,109,1275
0,256,500,300,100,3,True,0.1,0.2,-1,skaschi,True,relu,,0.8490113841,0.8490113841,0.8490113841,0.6584833912,0.6262404749,0.6374666772,0.6097560976,0.4464285714,0.5154639175,0.4461538462,0.5087719298,0.4754098361,0.9195402299,0.9235209235,0.9215262779,214,0.6484400759,/home/lwp876/ira/code/info_clusters/predictions/71aafd2e3d6d4a0ca18bac84b0e76528.preds,0.5088703161,0.4587297502,0.923791089,0.6304637184,50,25,37,9,87,75,23,83,1280
0,256,500,300,100,3,True,0.1,0.2,-1,sbil,True,relu,,0.845416417,0.845416417,0.845416417,0.6508911085,0.6237706007,0.632686024,0.5903614458,0.4375,0.5025641026,0.4444444444,0.514619883,0.4769647696,0.9178674352,0.9191919192,0.9185291997,219,0.6451545479,/home/lwp876/ira/code/info_clusters/predictions/e950aab0fb58417a8f76c3effca8934a.preds,0.51334773,0.4560036127,0.9219899203,0.6304470877,49,23,40,9,88,74,25,87,1274
0,256,500,300,100,3,True,0.01,0.2,-1,sbil,True,relu,,0.8388256441,0.8388256441,0.8388256441,0.7027350351,0.6060511126,0.596432783,0.7647058824,0.2321428571,0.3561643836,0.4157706093,0.6783625731,0.5155555556,0.9277286136,0.9076479076,0.9175784099,499,0.596432783,/home/lwp876/ira/code/info_clusters/predictions/c9d455b891fe46f09fb1ccbf6ab9a986.preds,0.4528682141,0.434058146,0.9100317002,0.5989860201,26,41,45,2,116,53,6,122,1258
0,256,500,300,100,3,True,0.01,0.2,-1,skaschi,True,relu,,0.8352306771,0.8352306771,0.8352306771,0.700087896,0.6080257462,0.5942459367,0.7647058824,0.2321428571,0.3561643836,0.4054982818,0.6900584795,0.5108225108,0.9300595238,0.9018759019,0.9157509158,499,0.5942459367,/home/lwp876/ira/code/info_clusters/predictions/886d44372b68481fbba1c753f9617a4f.preds,0.4528792655,0.4436785606,0.9137288409,0.603428889,26,43,43,2,118,51,6,130,1250
0,256,500,300,10,3,True,0.1,0.2,-1,combi,True,relu,,0.8472139005,0.8472139005,0.8472139005,0.6619535066,0.6128594846,0.6267089651,0.6029411765,0.3660714286,0.4555555556,0.47,0.5497076023,0.5067385445,0.9129193433,0.9227994228,0.9178327951,381,0.6338650358,/home/lwp876/ira/code/info_clusters/predictions/b1467f3ed7a04ed7890ce000a889dc97.preds,0.4653470645,0.4507121848,0.9157097219,0.610589657,41,22,49,4,94,73,23,84,1279
0,256,500,300,100,3,True,0.1,0.2,-1,combi,True,relu,,0.8430197723,0.8430197723,0.8430197723,0.6521805253,0.6245174173,0.6318368728,0.6125,0.4375,0.5104166667,0.4238095238,0.5204678363,0.467191601,0.9202320522,0.9155844156,0.9179023508,224,0.6493181373,/home/lwp876/ira/code/info_clusters/predictions/c933cf3f8ebb4fadaf257a586a78d552.preds,0.5109167176,0.4521218996,0.9211627884,0.6280671352,49,26,37,9,89,73,22,95,1269
0,256,500,300,100,3,True,0.01,0.2,-1,combi,True,relu,,0.8382264829,0.8382264829,0.8382264829,0.6924009998,0.572308296,0.5686995971,0.7407407407,0.1785714286,0.2877697842,0.4206349206,0.6198830409,0.5011820331,0.9158273381,0.9184704185,0.9171469741,483,0.569240917,/home/lwp876/ira/code/info_clusters/predictions/bdc7c3f261874503aa57fdb54a5b21ed.preds,0.4718663331,0.4496046715,0.9190665873,0.6135125306,20,37,55,3,106,62,4,109,1273
0,256,500,300,10,2,True,0.1,0.2,-1,samo,True,relu,,0.8382264829,0.8382264829,0.8382264829,0.6177131404,0.6044704564,0.6082523679,0.4886363636,0.3839285714,0.43,0.4489795918,0.514619883,0.4795640327,0.9155234657,0.9148629149,0.9151930711,493,0.6088195775,/home/lwp876/ira/code/info_clusters/predictions/1daa37bab9c74646a7ea39d6276c0bff.preds,0.4222064161,0.4258275955,0.9033273533,0.5837871216,43,23,46,12,88,71,33,85,1268
0,256,500,300,10,2,True,0.01,0.2,-1,samo,True,relu,,0.804074296,0.804074296,0.804074296,0.5785675339,0.6461339586,0.5983956076,0.4159292035,0.4196428571,0.4177777778,0.3787375415,0.6666666667,0.4830508475,0.9410358566,0.8520923521,0.8943581977,432,0.6025100176,/home/lwp876/ira/code/info_clusters/predictions/5d76f4154cbb446988763c7b2a6ea4ea.preds,0.4444810419,0.4390048241,0.8806071589,0.5880310083,47,32,33,16,114,41,50,155,1181
0,256,500,300,10,4,True,0.01,0.2,-1,samo,True,relu,,0.84182145,0.84182145,0.84182145,0.6340806725,0.6465959723,0.6356102948,0.5368421053,0.4553571429,0.4927536232,0.4323144105,0.5789473684,0.495,0.9330855019,0.9054834055,0.9190772611,482,0.6385151564,/home/lwp876/ira/code/info_clusters/predictions/07c3b61ecfa546c59b33eb9e9f53ce92.preds,0.5048484131,0.4637177738,0.913330866,0.6272990176,51,29,32,14,99,58,30,101,1255
0,256,500,300,10,3,True,0.1,0.2,-1,samo,True,relu,,0.8322348712,0.8322348712,0.8322348712,0.6107637157,0.5860041518,0.5947043668,0.5238095238,0.3928571429,0.4489795918,0.3969072165,0.4502923977,0.4219178082,0.9115744069,0.9148629149,0.9132157004,244,0.607467819,/home/lwp876/ira/code/info_clusters/predictions/60849adf493540d6906b5fe6680b7b05.preds,0.4492624588,0.4530800462,0.9123836986,0.6049087345,44,23,45,16,77,78,24,94,1268
0,256,500,300,10,3,True,0.01,0.2,-1,samo,True,relu,,0.8190533253,0.8190533253,0.8190533253,0.5900513874,0.6463380674,0.6091570021,0.4247787611,0.4285714286,0.4266666667,0.405204461,0.6374269006,0.4954545455,0.9401709402,0.873015873,0.9053497942,486,0.6138915608,/home/lwp876/ira/code/info_clusters/predictions/1a2457cf18b0483aa6508e887a2c57a9.preds,0.4009448471,0.4572313487,0.8937428946,0.5839730302,48,32,32,17,109,45,48,128,1210
0,256,500,300,10,4,True,0.1,0.2,-1,samo,True,relu,,0.8508088676,0.8508088676,0.8508088676,0.6532041102,0.605084365,0.6247968869,0.5802469136,0.4196428571,0.4870466321,0.4674556213,0.4619883041,0.4647058824,0.9119097956,0.9336219336,0.9226381462,236,0.6426769738,/home/lwp876/ira/code/info_clusters/predictions/d72ee5f9ca0f4c8587b043f18486699d.preds,0.5011476776,0.48259074,0.9266430126,0.63679381,47,17,48,15,79,77,19,73,1294
